record_id,title,abstract,authors,year,journal,doi,url,publication_type,keywords,inclusion,rationale,evidence,exclusion_reason,overall_confidence,needs_human_review,source_record_id,apparent_duplicate
RIS_1051,Does health insurance matter? Evidence from China's urban resident basic medical insurance,"In 2007, China launched a subsidized voluntary public health insurance program, the Urban Resident Basic Medical Insurance (URBMI), for urban residents without formal employment. We estimate the impact of the URBMI on health care utilization and expenditure by a fixed effects approach with instrumental variable correction, using the 2006 and 2009 waves of the China Health and Nutrition Survey. We explore the time variation of program implementation at the city level as the instrument for individual enrollment. We find that this program has significantly increased the utilization of formal medical services, including both outpatient care and inpatient care, but it has not reduced total out-of-pocket health expense. We also find that this program has improved medical care utilization more for children, members of the low-income families, and the residents in the relatively poor western region. Journal of Comparative Economics 42 (4)(2014)1007-1020. Central University of Finance and Economics, China; Renmin University of China, China. (C) 2014 Association for Comparative Economic Studies. Published by Elsevier Inc. All rights reserved.","Liu, H; Zhao, Z",2014,JOURNAL OF COMPARATIVE ECONOMICS,10.1016/j.jce.2014.02.003,,JOUR,,No,No eligible post-entry financial or in-kind support intervention is identifiable.,"The title and abstract do not describe grants, bursaries, scholarships, hardship funds, waivers, or comparable direct support.",No eligible financial support intervention,82,No,WOS:000347600300012,No
RIS_1052,Do Nonresident Students Affect Prices for In-State Students at Public Colleges?,"Background/Context: Public colleges and universities have sought to recruit and enroll more students from outside their home state in an effort to both enhance institutional prestige and generate additional revenue from the higher tuition rates than nonresident students generally pay. A body of research has shown that nonresident students tend to be more economically advantaged and less racially diverse than in-state students and that increases in out-ofstate students crowd out lower income and minority state residents from more selective public colleges. Purpose/Research Questions: Although research has shown some adverse effects of additional nonresident enrollment, no prior research has examined whether the additional money generated from out-of-state student's higher tuition rates is used to help make college more affordable for state residents. In this article, I examined whether increased percentages of nonresident students were associated with changes in the sticker or net prices of attendance at four-year public colleges and whether any relationships were different between broad-access and selective public colleges. Research Design: I used data on college pricing and nonresident enrollment from the U.S. Department of Education's Integrated Postsecondary Education Data System from the 2000-01 through 2013-14 academic years from 505 public four-year colleges in this analysis. I used panel regressions with controls for other state-level factors that could have affected nonresident enrollment. In my preferred specifications, I used Arellano-Bond estimators to account for autoregressive processes in the data and used a one-year lag between nonresident enrollment and when prices paid by in-state students were measured. Results and Conclusions: There was no systematic relationship between changes in the percentage of nonresident students and the sticker or net prices faced by in-state students. This suggests that although state residents do not appear to be subsidizing an amenities arms race to attract students from other states, the additional tuition revenue coming from nonresident students is not being used to help subsidize in-state students. Future research should investigate how public colleges are using the additional revenue if it is not being used for student financial aid.","Kelchen, R",2019,TEACHERS COLLEGE RECORD,,,JOUR,,Uncertain,"Potentially eligible support and outcome, but the title/abstract does not clearly establish a credible comparison design.",support: mentions financial aid; outcome: mentions attendance,Unclear study design/counterfactual,62,Yes,WOS:000460799600007,No
RIS_1053,The Landscape of Pain Medicine for Women Physicians: A Perspective,"Background: The gender bias in academic anesthesiology is well known. Women are not only a minority in the field but also underrepresented in leadership positions. Reported reasons for this underrepresentation include barriers to career advancement, lack of mentorship, and differences in compensation, among others. Interventional pain, a competitive procedural subspecialty of anesthesiology, sees the trickle-down effects of this disparity. According to a report from the ACGME that sorted medical subspecialties by number of female trainees, pain medicine ranked in the bottom quartile across all disciplines from 2008-2016. Objectives: To better understand the landscape for women physicians in the field of pain medicine, we undertook this investigation to review the knowledge about the topic and what questions remain unanswered. Study Design: This study is a review of the current literature and aims to summarize and describe the landscape of pain medicine for women physicians. Setting: All literature review and manuscript preparation took place at the Yale University School of Medicine. Methods: We performed a comprehensive search using the PubMed, Scopus, and Cochrane databases for the combined terms ""gender disparity,"" ""pain medicine,"" and ""anesthesiology,"" limiting our search to the year 2000 onward for the most recent literature on the topic. Our initial search retrieved 38 articles. All relevant articles pertaining to this perspective piece were collated. The available literature is discussed below. Results: Women are underrepresented in interventional pain. The grim scarcity of female pain physicians is unlikely to improve soon, since while the number of Accreditation Council for Graduate Medical Education pain fellowship programs continues to grow, women trainees comprise only between 22-25% of all pain medicine fellows. Additionally, although studies have compared the numbers of male interventional pain faculty to their female counterparts in academic hospitals and shown the ratio to range from 71.84-82% to 18-28.52%, respectively, no studies have truly explored the landscape for women physicians in private practice. Patients prefer and have better experiences with physicians who are racially and ethnically like themselves. In fact, the preference for and the lack of female clinicians have been associated with delayed pursuit of care and adverse health outcomes. The consequences of the burnout and attrition caused by the gender disparity, especially in a field like pain medicine, cannot be understated. Limitations: The review might not have been comprehensive, and relevant studies might not have been included. Conclusion: While the gender disparity in academia is well documented for both anesthesiology and pain medicine, the reasons for this disparity have not been fully explored. Moreover, it is also unknown whether the minority of female physicians who select pain medicine as a subspecialty gravitate toward an academic or a private-practice path. To address the existing gender disparity, it is necessary to explore the landscape of interventional pain medicine in both academic and private practices and understand pain physicians' beliefs and sentiments regarding their subspecialty","Jankelovits, A; Chow, RM; Rana, P; Rajput, K",2024,PAIN PHYSICIAN,,,JOUR,,No,Review article rather than an eligible primary impact study.,The abstract describes a review of existing literature.,Ineligible study design,95,No,WOS:001297038200005,No
RIS_1054,An evaluation of the Mellon Mays Undergraduate Fellowship's effect on PhD production at non-UNCF institutions,"The Mellon Mays Undergraduate Fellowship Program (MMUF) encourages underrepresented minority (URM) students to pursue PhD study with an eye toward entering academia. Fellows have completed PhDs at high rates relative to other students, but they are selected for their interest and potential. In this paper we use restricted access data from the Mellon Foundation and the National Science Foundation's Survey of Earned Doctorates to investigate the effect of the MMUF on PhD completions by URM students who graduate from participating institutions. We find no evidence that participation in the program causes a statistically significant increase in the numbers of PhDs completed by URM students, and increases greater than about one PhD per institution per cohort lie outside a 95% confidence interval of our estimates. This suggests that at least some of the PhDs completed by participants would have occurred without the program. (C) 2016 Elsevier Ltd. All rights reserved.","Prenovitz, SJ; Cohen, GR; Ehrenberg, RG; Jakubson, GH",2016,ECONOMICS OF EDUCATION REVIEW,10.1016/j.econedurev.2016.04.005,,JOUR,,No,No eligible post-entry financial or in-kind support intervention is identifiable.,"The title and abstract do not describe grants, bursaries, scholarships, hardship funds, waivers, or comparable direct support.",No eligible financial support intervention,82,No,WOS:000381534700020,No
RIS_1055,Stratifying IVF population endometria using a prognosis gradient independent of endometrial timing,"STUDY QUESTION : Can the disrupted window of implantation (WOI) be stratified according to transcriptomic patterns associated with reproductive success in IVF patients undergoing HRT? SUMMARY ANSWER : There are four transcriptomic patterns independent of endometrial timing associated with a gradient of reproductive prognosis underlying different molecular pathomechanisms. WHAT IS KNOWN ALREADY : A molecular heterogeneous profile independent of endometrial timing has been discovered as a cause of implantation failure that disrupt the endometrial transcriptome in the mid-secretory phase. However, the molecular heterogeneous patterns underlying the disruption remain poorly identify and understood. Characterizing the molecular heterogeneity of this endometrial disruption is crucial to develop personalized and more accurate diagnostic tools for preventive medicine, particularly for patients with a high risk of endometrial failure. STUDY DESIGN, SIZE, DURATION : In this multicenter prospective study, 195 IVF patients undergoing HRT with endometrial biopsy collection, during mid-secretory phase for endometrial progression evaluation, were recruited between January 2019 and August 2022. Out of 195 patients, 131 were finally included in the following analysis. PARTICIPANTS/MATERIALS, SETTING, METHODS : Endometrial biopsies were processed for whole endometrial transcriptome analysis using RNA-Sequencing. To identify disruptions in the WOI, the transcriptomic variation due to cyclic endometrial tissue changes was removed. Out of 195 biopsies sequenced, 131 were derived from patients that met the clinical criteria to be classified as implantation failure group (>= 3 implantation failures, n = 32) or control group (<3 implantation failures, n = 99). An artificial intelligence (AI) model, based on two supervised learning algorithms: support vector machine (SVM) and k-nearest neighbors (kNN), was performed with 131 patients that were randomly allocated to training (n = 105) and test (n = 26) sets for biomarker signature discovery and assessment of predictive performance, respectively. The reproductive outcomes of the single embryo transfer immediately after biopsy collection were analyzed. Differential expression and functional analyses were performed to characterize molecular profiles. Finally, a quantitative PCR (qPCR) assay was used to corroborate the differential expression of six potential biomarkers. MAIN RESULTS AND THE ROLE OF CHANCE : With the dichotomous clinical classification of poor or good reproductive prognosis, there was no transcriptomic distinction between patients with a history of implantation failures during HRT endometrial preparation. Alternatively, using an AI model to stratify IVF patients based on the probability of endometrial disruption revealed molecular and clinical differences between patterns. Patients were stratified into four reproductive prognosis-related profiles: p1 (n = 24), p2 (n = 14), c2 (n = 32) and c1 (n = 61). The highest pregnancy rate (PR) was associated with c1 (91%) and the highest ongoing pregnancy rate (OPR) was associated with c2 (78%), linking these profiles to good reproductive prognoses. On the other hand, p1 had the highest biochemical miscarriage rate (43%) while p2 had the highest clinical miscarriage rate (43%). Notably, both p1 and p2 were related to lower PR and OPR, supporting that these profiles were associated with poor prognoses. Regarding the functional characterization in the poor prognosis profiles that were linked to miscarriages, p1 was associated with an excessive immune response against the embryo during early pregnancy stages, while p2 was initially immune-tolerant but rejected the fetus in later stages due to the lack of metabolic response. LIMITATIONS, REASONS FOR CAUTION : Due to the heterogeneous character of the disrupted WOI and the limited sample size of the different stratified groups, the AI model has limited population inference. However, our significant promising findings provide strong leads for further clinical studies with larger sample sizes. WIDER IMPLICATIONS OF THE FINDINGS : This new transcriptomic taxonomy associated with distinct reproductive outcomes provides clues to design new and more accurate evaluation tools for endometrial-factor infertility. Furthermore, it enables tailoring therapeutic strategies to apply a personalized medicine to each patient suffering from endometrial-factor infertility, improving their odds of getting pregnant. STUDY FUNDING/COMPETING INTEREST(S) : This study was supported by the IVI Foundation (1706-FIVI-048-PD); Instituto de Salud Carlos III (ISCIII) and co-funded by the European Regional Development Fund ""A way to make Europe"" (PI19/00537 [P.D.-G.]) as well as Instituto Carlos III (ISCIII) through project (PI23/00806 [P.D.-G.]) and co-funded by European Union. Patricia Diaz-Gimeno is supported by Instituto de Salud Carlos III (ISCIII) through the Miguel Servet program (CP20/00118) co-funded by the European Union. Patricia Sebastian-Leon and Francisco Jose Sanz are funded by Instituto de Salud Carlos III (ISCIII) through the Sara Borrell postdoctoral program (CD21/00132 [P.S.-L.] and CD23/00032 [F.J.S.]) co-financed by the European Union. Josefa Maria Sanchez-Reyes was supported by a predoctoral fellowship program of the Generalitat Valenciana (ACIF/2018/072 and BEFPI/2020/028). Antonio Parraga-Leo (FPU18/01777) and Diana Marti-Garcia (FPU19/03247) were supported by predoctoral fellowship programs of the Spanish Ministry of Science, Innovation and Universities. The authors declare no conflicts of interest. TRIAL REGISTRATION NUMBER : Not applicable.","Sanchez-Reyes, JM; Parraga-Leo, A; Sebastian-Leon, P; Vidal, MD; Marti-Garcia, D; Spath, K; Sanchez-Ribas, I; Sanz, FJ; Pellicer, N; Remohi, J; Wells, D; Pellicer, A; Diaz-Gimeno, P",2025,HUMAN REPRODUCTION,10.1093/humrep/deaf156,,JOUR,,No,No eligible post-entry financial or in-kind support intervention is identifiable.,"The title and abstract do not describe grants, bursaries, scholarships, hardship funds, waivers, or comparable direct support.",No eligible financial support intervention,82,No,WOS:001550734200001,No
RIS_1056,Measurement of the impact of the PNAES on academic performance and school dropout rates at IFMG,"Research objective: Quantitatively measure the impact provided by the public policy of the National Student Assistance Program (PNAES), specifically the actions reproduced in the format of granting socioeconomic aid such as a permanence grant for students with proven vulnerability, on academic performance and student dropout rates in in-person undergraduate courses at the Federal Institute of Education of Minas Gerais (IFMG). Theoretical framework: The theoretical framework focused on specific aspects of the evaluation of public policies, according to the categorization proposed by Arretche (1998), encompassing the investigation and estimation of the impacts generated by a specific policy on its target audience. Methodology: This is applied research with a quantitative approach within the scope of a particular case. The Propensity Score Matching method, developed by Rosenbaum and Rubin (1983), served as an instrument to measure the impact on the IFMG of the PNAES as a public policy. Results: The distribution of socioeconomic aid from PNAES had a direct impact on the academic performance and school dropout rates of students attending in-person undergraduate courses at IFMG, causing the academic performance coefficient to increase, on average, by just over 17 points for scholarship holders, in addition to a 21.10% lower proportion of dropouts in this group. Originality: The research innovates by promoting an analysis with formal quantitative methods to investigate the relationships between three constructs (distribution of socioeconomic aid, academic performance and school dropout) that serve as important indicators of the quality of Federal Higher Education Institutions (IFES), at the same time while presenting a methodological approach for evaluating the impact of PNAES public policy. Theoretical and practical contributions: There is experimentation with a quantitative methodological approach that allows reliably measuring the impact generated by public policy on those involved, which can be replicated by other IFES that aim to obtain new insights into the performance of policy in their contexts.","Melo, EC; Bax, MP",2025,ADMINISTRACAO PUBLICA E GESTAO SOCIAL,,,JOUR,,Uncertain,"Potentially eligible financial-support impact study, but population or post-entry eligibility is not fully clear from the abstract.",support: mentions grant; outcome: mentions academic performance; design: mentions propensity score,Unclear population or timing,68,Yes,WOS:001664202000003,No
RIS_1057,Effects of Standards-Based Testing via Multiple-Chance Testing on Cognitive and Affective Outcomes in an Engineering Course,"Multiple-chance testing was used to conduct standards -based testing in a blended-format numerical methods course for engineering undergraduates. The process involved giving multiple chances on tests and post-class learning management system quizzes. The effectiveness of standards -based testing was evaluated through various forms of assessment, including an analysis of cognitive and affective outcomes, and compared to a blended classroom that did not use standards-based testing. Based on a two-part final exam, a concept inventory, final course grades, a classroom environment inventory, and focus groups, the results showed that standards -based testing had overall positive effects. Standards-based testing was associated with a more significant percentage of students (15% vs. 3%) earning a high final exam score, a higher proportion of A grades (36% vs. 27%), and a better classroom environment on dimensions of involvement, cohesiveness, and satisfaction. Focus group discussions revealed that students appreciated the benefits of enhanced learning, second chances, and reduced stress with standards-based testing. The study also included an analysis of the impact of standards-based testing on underrepresented minorities, Pell Grant recipients (low socioeconomic groups), and low-GPA students, as well as an examination of test-retaking behaviors. The methodology and comprehensive results of the study are presented in this paper.","Kaw, A; Clark, R",2024,INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION,,,JOUR,,No,Design does not indicate a credible causal counterfactual.,"The abstract describes a qualitative, descriptive, cross-sectional, or review design.",Ineligible study design,88,No,WOS:001204236100015,No
RIS_1058,Virtual Interviews at Graduate Medical Education Training Programs: Determining Evidence-Based Best Practices,"The COVID-19 pandemic has had a profound impact on the nation's health care system, including on graduate medical education (GME) training programs. Traditionally, residency and fellowship training program applications involve in-person interviews conducted on-site, with only a minority of programs offering interviews remotely via a virtual platform. However, in light of the COVID-19 pandemic, it is anticipated that most interviews will be conducted virtually for the 2021 application cycle and possibly beyond. Therefore, GME training programs need to prepare for the transition to virtual interviews using evidence-based practices. At the University of California, San Francisco, a multidisciplinary task force was convened to review existing literature about virtual interviews and determine best practices. This article summarizes these findings, first discussing the advantages and disadvantages of the virtual interview format and then providing evidence-based best practices for GME training programs. Specifically, the authors make the following recommendations: develop a detailed plan for the interview process, consider using standardized interview questions, recognize and respond to potential biases that may be amplified with the virtual interview format, prepare your own trainees for virtual interviews, develop electronic materials and virtual social events to approximate the interview day, and collect data about virtual interviews at your own institution. With adequate preparation, the virtual interview experience can be high yield, positive, and equitable for both applicants and GME training programs.","Huppert, LA; Hsiao, EC; Cho, KC; Marquez, C; Chaudhry, RI; Frank, J; Goglin, SE; Hsu, GR; Kathpalia, P; Khanna, R; Kompala, T; Rao, MDN; Bower, BA; Trafas, V; Santhosh, L; Schwartz, BS; Babik, JM",2021,ACADEMIC MEDICINE,10.1097/ACM.0000000000003868,,JOUR,,No,Population is outside eligible undergraduate higher education students.,"The title or abstract focuses on doctoral, graduate, school-level, or prospective students.",Ineligible population,88,No,WOS:000679950500042,No
RIS_1059,Moving Beyond Teaching Skill Curriculum: Development of a Distinction in Medical Education Track,"BackgroundMost postgraduate medical education tracks are faculty-led and emphasise teaching skills. A peer-to-peer medical education track focused on curriculum development and scholarship is notably underrepresented in the literature, especially within graduate medical education. To address these gaps, a 2-year Distinction in Medical Education (DIME) track was developed. The aim of this report was to (1) describe the inception and structure of the DIME track, (2) assess the effectiveness of a peer-to-peer instructional model and (3) evaluate the track's success in generating scholarly work in medical education.BackgroundMost postgraduate medical education tracks are faculty-led and emphasise teaching skills. A peer-to-peer medical education track focused on curriculum development and scholarship is notably underrepresented in the literature, especially within graduate medical education. To address these gaps, a 2-year Distinction in Medical Education (DIME) track was developed. The aim of this report was to (1) describe the inception and structure of the DIME track, (2) assess the effectiveness of a peer-to-peer instructional model and (3) evaluate the track's success in generating scholarly work in medical education.ApproachResidents engage in structured workshops using a flipped classroom approach. Interactive sessions utilising Kern's Curriculum allow first-year DIME participants to learn principles of curricular development. As residents transition into their second year, they are responsible for facilitating and leading curricular development workshops, transforming from learners to teachers. Each participant also designs and executes a scholarly project focused on medical education with longitudinal mentorship.EvaluationSince 2020, five cohorts (n = 20) have participated in the DIME track. We evaluated the program using a mixed-methods approach. Quantitative analysis showed that 10 resident-led projects were integrated into undergraduate medical education and seven into graduate medical education curricula. Qualitative feedback from surveys and focus groups identified key themes, emphasising the value of the program's core components.ImplicationsDIME's success goes beyond teaching skills; it involves learning and teaching the principles of curricular development to peers as well as applying principles of curricular development to tangible scholarly projects. The track's focus on educational scholarship is a measurable outcome.","Strouse, J; Rowat, J; Sanders, ML; Antes, L; Suneja, M",2025,CLINICAL TEACHER,10.1111/tct.70015,,JOUR,,No,Design does not indicate a credible causal counterfactual.,"The abstract describes a qualitative, descriptive, cross-sectional, or review design.",Ineligible study design,88,No,WOS:001386308600001,No
RIS_1060,Intended college attendance: Evidence from an experiment on college returns and costs,"We conduct an information experiment about college returns and costs embedded within a representative survey of US household heads. Baseline perceptions of college costs and benefits are substantially biased, with larger biases among lower-income and non-college households. Respondents are randomly exposed to objective information about average college ""returns"" or costs. We find a significant impact of the ""returns"" experiment, persisting in a follow-up survey two months later: intended college attendance expectations increase by about 0.2 of the standard deviation in the baseline likelihood, and gaps by household income or parents' education decline by 20-30%. We find no impact of the cost information treatment. Further analysis supports the information's salience, as opposed to information-based updating, as the main channel through which the returns intervention impacts intentions.","Bleemer, Z; Zafar, B",2018,JOURNAL OF PUBLIC ECONOMICS,10.1016/j.jpubeco.2017.11.002,,JOUR,,No,No eligible post-entry financial or in-kind support intervention is identifiable.,"The title and abstract do not describe grants, bursaries, scholarships, hardship funds, waivers, or comparable direct support.",No eligible financial support intervention,82,No,WOS:000426234900011,No
RIS_1061,Mediators of Socioeconomic Inequity in Living-donor Kidney Transplantation: Results From a UK Multicenter Case-Control Study,"Background. There is evidence of socioeconomic inequity in access to living-donor kidney transplantation, but limited evidence as to why. We investigated possible mediators of the inequity. Methods. This questionnaire-based case-control study included 14 UK hospitals. Participants were adults transplanted between April 1, 2013 and March 31, 2017. Living-donor kidney transplant (LDKT) recipients (cases) were compared with deceased-donor kidney transplant recipients (controls). We collected data on mediators identified in earlier qualitative work: perceived social support (Interpersonal Support Evaluation List shortened version-12), patient activation (Patient Activation Measure 13), and LDKT knowledge (Rotterdam Renal Replacement Knowledge Test). We performed mediation analyses to investigate what proportion of the effect of socioeconomic position (education and income) on case-control status was mediated by these variables. Results. One thousand two-hundred and forty questionnaires were returned (40% response). Receipt of an LDKT over a deceased-donor kidney transplant was associated with higher socioeconomic position [adjusted odds ratio (aOR) university degree versus no degree aOR = 1.48 (95% confidence interval [CI], 1.18-1.84), P = 0.001 and aOR per +1000 pound increase in monthly household income after tax 1.14 (95% CI, 1.11-1.17), P < 0.001] higher perceived social support (aOR per +1-point Interpersonal Support Evaluation List shortened version-12 score = 1.05 (95% CI, 1.03-1.08), P < 0.001), higher levels of patient activation (aOR per +1 patient activation measure level = 1.35 (95% CI, 1.24-1.48), P < 0.001), and greater LDKT knowledge (aOR per + 1-point Rotterdam Renal Replacement Knowledge Test score = 1.59 (95% CI, 1.49-1.69), P < 0.001). Mediation analyses revealed that perceived social support, patient activation, and LDKT knowledge together mediate 48.5% (95% CI, 12.7-84.3, P = 0.008) of the association between university education and LDKT status, and 46.0% (95% CI, 28.7-63.4, P < 0.001) of the association between income and LDKT status. Conclusions. LDKT knowledge, perceived social support, and patient activation are associated with the socioeconomic position of people with kidney disease, and mediate approximately 50% of the association between the socioeconomic position and receipt of an LDKT. Interventions that target these factors may redress observed socioeconomic inequity.","Bailey, PK; Caskey, FJ; MacNeill, S; Tomson, CRV; Dor, FJMF; Ben-Shlomo, Y",2020,TRANSPLANTATION DIRECT,10.1097/TXD.0000000000000986,,JOUR,,No,No eligible post-entry financial or in-kind support intervention is identifiable.,"The title and abstract do not describe grants, bursaries, scholarships, hardship funds, waivers, or comparable direct support.",No eligible financial support intervention,82,No,WOS:000528972400001,No
RIS_1062,"Can College Outreach Programs Improve College Readiness? The Case of the College Bound, St. Louis Program","In the past decade, there has been a proliferation of community- and school-based college readiness programs designed to increase the participation of students who have traditionally been underrepresented in higher education. However, few of these college readiness programs have been empirically evaluated. This study examines the impact of one such intervention, the College Bound, St. Louis (CB) program. Using propensity weighting and doubly robust modeling, we found CB participants were more likely to reach proficiency on the End of Course exams, to obtain at least a B grade in a number of foundational college courses, to take more AP or honors courses, and to attend a 4-year postsecondary institution than similarly situated non-participants. Future directions for evaluating similar college readiness programs are discussed.","Le, VN; Mariano, LT; Faxon-Mills, S",2016,RESEARCH IN HIGHER EDUCATION,10.1007/s11162-015-9385-8,,JOUR,,No,No eligible post-entry financial or in-kind support intervention is identifiable.,"The title and abstract do not describe grants, bursaries, scholarships, hardship funds, waivers, or comparable direct support.",No eligible financial support intervention,82,No,WOS:000373616600001,No
RIS_1063,Interprofessional Simulation for Understanding Poverty,"Poverty is a complex social problem, which is considered a major factor in poor health outcomes in the United States. Current scholarship suggests that the complexity of poverty on health and healthcare requires an interprofessional response, and that professionals and students have limited understanding of the causes and implications of poverty. Effective and relevant education is needed to train health care professionals to relate to individuals living in poverty. The purpose of this study was to evaluate the effects of a team-based simulation on student perceptions and critical thinking about poverty. Data were collected from 17 simulations, which took place at a university over a two-year period. Evaluations were completed by more than 800 students, and results showed promising improvements in students' ability to think critically about poverty and increases in their ability to understand others' perspectives regarding living in poverty. Published by Elsevier Inc. on behalf of International Nursing Association for Clinical Simulation and Learning.","Hitchcock, LI; McKenzie, CT; Shipman, S; Varley, A; Pollio, W; Peterson, DT; King, DM; White, ML",2021,CLINICAL SIMULATION IN NURSING,10.1016/j.ecns.2020.12.002,,JOUR,,Uncertain,"Direct financial support is mentioned, but title/abstract do not provide enough information on population, outcome, timing, or design.",support: mentions scholarship,Insufficient information,50,Yes,WOS:000621179600003,No
RIS_1064,Empowering the future: improving community wellbeing and health literacy through outreach and service-learning,"Institutions training future healthcare professionals in healthcare and community engagement play a crucial role beyond traditional classroom settings. Recognizing their potential to support under-represented groups and minorities, institutions increasingly encourage engagement with schools and community organizations. However, work remains to advance meaningful and impactful educational outreach and service-learning programs. This manuscript synthesizes the perspectives of a group of medical school educators to discuss developing sustainable programs to engage youth in Science, Technology, Engineering, Math, and Medicine (STEMM) education with a focus on biomedical science. Through near-peer education and service-learning, healthcare students can impart knowledge, provide mentorship, promote enthusiasm for STEMM fields, and nurture health-related self-efficacy within individuals and communities. Collaborative efforts through student-as-teacher approaches bridge health-related disparities and cultivate healthier, more empowered futures for all. We advocate for community outreach strategies that target future health professionals early in their education and support the scholarship of teaching and learning and program evaluation. Successful long-term programs must ensure that results are systematically assessed, measured, and perpetuated. This perspective aims to highlight the role of service learning and community outreach in increasing individual health literacy and fostering an enduring interest in STEMM careers, thereby empowering the next generation of elementary and secondary school students.","Restini, CBA; Weiler, T; Porter-Stransky, KA; Vollbrecht, PJ; Wisco, JJ",2024,FRONTIERS IN PUBLIC HEALTH,10.3389/fpubh.2024.1441778,,JOUR,,No,Population is outside eligible undergraduate higher education students.,"The title or abstract focuses on doctoral, graduate, school-level, or prospective students.",Ineligible population,88,No,WOS:001295895500001,No
RIS_1065,Supporting Student Success in Higher Education: Evidence from a Learning-Centered Bursary Program,"This study examines the effectiveness of a learning-centered bursary in supporting academic improvement among economically disadvantaged higher education students. Using administrative and survey data from a private university (N = 357), the study analyzed learning attitudes, behavioral adjustments, and academic outcomes among bursary recipients. Mediation analyses tested whether changes in study time or part-time work explained bursary effects, moderation analysis examined self-regulated learning across academic years, and latent profile analysis identified engagement-based subgroups. Results show that bursary receipt was associated with academic improvement, but this relationship was not mediated by increased study time or reduced employment. Self-regulated learning emerged as a key moderator, with the strongest effects observed among third-year students. A three-profile solution revealed high, moderate, and low engagement groups, but profile membership did not significantly predict academic improvement after adjustment, suggesting a ceiling effect. Overall, findings highlight the importance of learning strategies and developmental stage in maximizing bursary effectiveness.","Chiu, KC",2026,STUDENT SUCCESS,10.63608/ssj.3976,,JOUR,,Uncertain,"Potentially eligible support and outcome, but the title/abstract does not clearly establish a credible comparison design.",support: mentions bursary; outcome: mentions engagement,Unclear study design/counterfactual,62,Yes,WOS:001751018400001,No
RIS_1066,Student debt and hardship: Evidence from a large sample of low- and moderate-income households,"Student debt has risen in recent years as higher education costs have shifted to students and their families, particularly those with low-to-moderate incomes (LMI). Though a college degree continues to convey higher earnings, those who finance their degrees have lower net worth and greater financial difficulties than persons without student debt. We assess the relationship between student debt and material and health care hardship among a large sample (n = 5558) of LMI tax filers, using propensity score analysis to adjust for self-selection into student debt status and loan amount and monthly payment quartiles. We find that participants with student debt have a higher likelihood of hardship. Loan amounts only partially predict hardship, and borrowers making current loan payments are at lower odds for hardship than non-payers. We also find that among those with student debt, non-payers and those without college degrees have much greater social and economic disadvantages. (C) 2016 Elsevier Ltd. All rights reserved.","Despard, MR; Perantie, D; Taylor, S; Grinstein-Weiss, M; Friedline, T; Raghavan, R",2016,CHILDREN AND YOUTH SERVICES REVIEW,10.1016/j.childyouth.2016.09.001,,JOUR,,No,Intervention is not direct financial or in-kind support.,"The abstract refers to loans, financial literacy, mentoring, advising, or non-financial support rather than eligible support.",Ineligible intervention,84,No,WOS:000388784200002,No
RIS_1067,Accounting for the Changing Role of Family Income in Determining College Entry,"In this paper, I analyze the determinants of college enrolment and the changes in these determinants over time. I propose a quantitative life-cycle model with college enrolment. Altruistic parents provide financial support to their children. Using counterfactual experiments, I find that 24 percent of all households are financially constrained in their college decision. Constraints become more severe over time. I show that my model is consistent with a narrow college enrolment gap between students from rich and poor families, as previously reported in the empirical literature. The estimation of enrolment gaps is a popular reduced-form approach for measuring the fraction of constrained households. My results suggest that these reduced-form estimates are misleading, and that a structural model of parental transfers is needed to correctly identify constrained households. Further, I show that parental transfers are an important driver behind the changing role of family income as a determinant of college entry, a fact that is well documented for the US economy.","Winter, C",2014,SCANDINAVIAN JOURNAL OF ECONOMICS,10.1111/sjoe.12076,,JOUR,,No,Financial support is evaluated only for pre-entry access or enrolment outcomes.,"The abstract focuses on applications, admissions, enrolment, or college choice rather than post-entry outcomes.",Ineligible timing/outcome,84,No,WOS:000342739200001,No
RIS_1068,Post-secondary access: Evidence from Pakistan,"Improving access to post-secondary education in low- and middle-income countries (LMICs) has received less attention in academic and policy circles, compared to primary and secondary education. We know little about the effectiveness of programs, policies, and interventions that aim to improve the transition of students from secondary to post-secondary education. In this paper, we study a 2-year college operated by a national NGO (NGOC) in Pakistan that offers a holistic preparatory and support program for students to apply to and enroll in 4-year universities. Using administrative and survey data from 1450 students in a propensity score weighting design, we compare students who attend the NGOC with similar students who attend a different 2-year college. We find that NGOC students are significantly more likely to apply to and enroll in 4-year universities. We discuss potential contextual factors through which the NGOC could have improved student access to universities. In particular, we have suggestive evidence that access to more information on the application process and financial aid opportunities through counseling and mentoring was one way the NGOC potentially improved the transition of students to post-secondary education. Our results have implications for programming at similar 2-year colleges, and for policy to improve post-secondary educational trajectories of students in LMICs.","Asim, M; Sohail, Z; Saleem, A; Bajwa, I",2025,INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT,10.1016/j.ijedudev.2025.103380,,JOUR,,No,Financial support is evaluated only for pre-entry access or enrolment outcomes.,"The abstract focuses on applications, admissions, enrolment, or college choice rather than post-entry outcomes.",Ineligible timing/outcome,84,No,WOS:001576495200001,No
